#tmauto-artifact 1
#map_uid buNzfsVlp2NF2oWtHM3729dEylg
#map_sha256 17cfebb228862cc4fe3d6cbb81c80d59e5f87bca9bafb5c2aa5e4136a10d145b
#container_ticks 4200
#prefix 153
#declared_ms 41800
#declared_cps 20900,41800
#template wobble7919 gas=on ticks=9000
#tape_sha256 09cf59fff006646b8ea56f2a3fb21e8782d7a027d0013cc62af1fb6219513dba
#file_sha256 fa0b9e6648d3de2bc4ec8c16de7d3db16156e0d22e6e5c868700548507f08bba
#producer tmauto optimize
#parent d059e58e4d562f8390ef96c08ea3977242148d554d82b3cedcca57efd7eccc26
#parent_path /var/svcscm/persistent/private-30d/tm-autopilot/C2-drive/bank-summer01/summer01-finish-36698.artifact.tsv
#cut n/a
#macro_steer n/a
#note (1+lambda) hill climb on finish time, plain oracle only, no memory readout; server-simulated finish 36.618 at the moment of banking
tick	steer	gas	brake	respawn
1839	-127	1	0	0
1840	-127	1	0	0
1841	-127	1	0	0
1842	-127	1	0	0
1843	-127	1	0	0
1844	-127	1	0	0
1845	-127	1	0	0
1846	-127	1	0	0
1847	-127	1	0	0
1848	-127	1	0	0
1849	-127	1	0	0
1850	-127	1	0	0
1851	-127	1	0	0
1852	-127	1	0	0
1853	-127	1	0	0
1854	-127	1	0	0
1855	-127	1	0	0
1856	-127	1	0	0
1857	-127	1	0	0
1858	-127	1	0	0
1859	-127	1	0	0
1860	-127	1	0	0
1861	-127	1	0	0
1862	-127	1	0	0
1863	-127	1	0	0
1864	-127	1	0	0
1865	-127	1	0	0
1866	-127	1	0	0
1867	-127	1	0	0
1868	-127	1	0	0
1869	-127	1	0	0
1870	-127	1	0	0
1871	-127	1	0	0
1872	-127	1	0	0
1873	-127	1	0	0
1874	-127	1	0	0
1875	-127	1	0	0
1876	-127	1	0	0
1877	-127	1	0	0
1878	-127	1	0	0
1879	-127	1	0	0
1880	-127	1	0	0
1881	-127	1	0	0
1882	-127	1	0	0
1883	-127	1	0	0
1884	-127	1	0	0
1885	-127	1	0	0
1886	-127	1	0	0
1887	-127	1	0	0
1888	-127	1	0	0
1889	-127	1	0	0
1890	-127	1	0	0
1891	-127	1	0	0
1892	-127	1	0	0
1893	-127	1	0	0
1894	-127	1	0	0
1895	-127	1	0	0
1896	-127	1	0	0
1897	-127	1	0	0
1898	-127	1	0	0
1899	-127	1	0	0
1900	-127	1	0	0
1901	-127	1	0	0
1902	-127	1	0	0
