index	kind	name	blockinfo	alt_blockinfo	cell_x	cell_y	cell_z	dir	flags	ground	variant	subvariant	variant_picked	variant_name	mobil_list	mobil_lists	additional_ground	additional_air	notes	cells	prefabs	North	East	South	West	Top	Bottom	error
542	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		36	6	12	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(36,6,12)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(36,6,13) a#543 Land	u0->(35,6,12) a#535 Land	u0->(36,6,11) a#541 Land	u0->(37,6,12) a#546 Land			
543	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		36	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(36,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(36,6,14) a#544 Land	u0->(35,6,13) a#536 Land	u0->(36,6,12) a#542 Land	u0->(37,6,13) a#547 Land			
544	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		36	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(36,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(36,6,15) a#545 Land	u0->(35,6,14) a#537 Land	u0->(36,6,13) a#543 Land	u0->(37,6,14) a#548 Land			
545	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		36	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(36,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(36,6,16) a#1028 LandCliff12	u0->(35,6,15) a#538 Land	u0->(36,6,14) a#544 Land	u0->(37,6,15) a#549 Land			
546	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		37	6	12	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(37,6,12)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(37,6,13) a#547 Land	u0->(36,6,12) a#542 Land	u0->(37,6,11) a#2043 Beach	u0->(38,6,12) a#2045 Beach			
547	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		37	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(37,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(37,6,14) a#548 Land	u0->(36,6,13) a#543 Land	u0->(37,6,12) a#546 Land	u0->(38,6,13) a#550 Land			
548	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		37	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(37,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(37,6,15) a#549 Land	u0->(36,6,14) a#544 Land	u0->(37,6,13) a#547 Land	u0->(38,6,14) a#551 Land			
549	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		37	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(37,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(37,6,16) a#1033 LandCliff12	u0->(36,6,15) a#545 Land	u0->(37,6,14) a#548 Land	u0->(38,6,15) a#552 Land			
550	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		38	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(38,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(38,6,14) a#551 Land	u0->(37,6,13) a#547 Land	u0->(38,6,12) a#2045 Beach	u0->(39,6,13) a#553 Land			
551	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		38	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(38,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(38,6,15) a#552 Land	u0->(37,6,14) a#548 Land	u0->(38,6,13) a#550 Land	u0->(39,6,14) a#554 Land			
552	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		38	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(38,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(38,6,16) a#1038 LandCliff12	u0->(37,6,15) a#549 Land	u0->(38,6,14) a#551 Land	u0->(39,6,15) a#1046 LandHill6			
553	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		39	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(39,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(39,6,14) a#554 Land	u0->(38,6,13) a#550 Land	u0->(39,6,12) a#2046 Beach	u0->(40,6,13) a#2048 Beach			
554	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		39	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(39,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(39,6,15) a#1046 LandHill6	u0->(38,6,14) a#551 Land	u0->(39,6,13) a#553 Land	u0->(40,6,14) a#555 Land			
555	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		40	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(40,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(40,6,15) a#1049 LandHill6	u0->(39,6,14) a#554 Land	u0->(40,6,13) a#2048 Beach	u0->(41,6,14) a#556 Land			
556	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		41	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(41,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(41,6,15) a#1051 LandHill6	u0->(40,6,14) a#555 Land	u0->(41,6,13) a#2049 Beach	u0->(42,6,14) a#557 Land			
557	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		42	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(42,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(42,6,15) a#558 Land	u0->(41,6,14) a#556 Land	u0->(42,6,13) a#2052 Beach	u0->(43,6,14) a#561 Land			
558	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		42	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(42,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(42,6,16) a#668 Land	u0->(41,6,15) a#1051 LandHill6	u0->(42,6,14) a#557 Land	u0->(43,6,15) a#562 Land			
559	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		43	6	12	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(43,6,12)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(43,6,13) a#560 Land	u0->(42,6,12) a#2051 Beach	u0->(43,6,11) a#2035 Beach	u0->(44,6,12) a#563 Land			
560	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		43	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(43,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(43,6,14) a#561 Land	u0->(42,6,13) a#2052 Beach	u0->(43,6,12) a#559 Land	u0->(44,6,13) a#564 Land			
561	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		43	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(43,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(43,6,15) a#562 Land	u0->(42,6,14) a#557 Land	u0->(43,6,13) a#560 Land	u0->(44,6,14) a#565 Land			
562	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		43	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(43,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(43,6,16) a#669 LandHill	u0->(42,6,15) a#558 Land	u0->(43,6,14) a#561 Land	u0->(44,6,15) a#566 Land			
563	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		44	6	12	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(44,6,12)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(44,6,13) a#564 Land	u0->(43,6,12) a#559 Land	u0->(44,6,11) a#2039 Beach	u0->(45,6,12) a#1222 LandHill2			
564	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		44	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(44,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(44,6,14) a#565 Land	u0->(43,6,13) a#560 Land	u0->(44,6,12) a#563 Land	u0->(45,6,13) a#1223 LandHill2			
565	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		44	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(44,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(44,6,15) a#566 Land	u0->(43,6,14) a#561 Land	u0->(44,6,13) a#564 Land	u0->(45,6,14) a#1224 LandHill2			
566	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		44	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(44,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(44,6,16) a#593 LandHill	u0->(43,6,15) a#562 Land	u0->(44,6,14) a#565 Land	u0->(45,6,15) a#1225 LandHill2			
567	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		45	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(45,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(45,6,10) a#1220 LandHill2	u0->(44,6,9) a#2037 Beach	u0->(45,6,8) a#2024 Beach	u0->(46,6,9) a#568 Land			
568	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		46	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(46,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(46,6,10) a#1227 LandHill2	u0->(45,6,9) a#567 Land	u0->(46,6,8) a#2025 Beach	u0->(47,6,9) a#569 Land			
569	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		47	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(47,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(47,6,10) a#1234 LandHill2	u0->(46,6,9) a#568 Land	u0->(47,6,8) a#2026 Beach	u0->(48,6,9) a#570 Land			
570	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		48	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(48,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(48,6,10) a#1194 LandHill2	u0->(47,6,9) a#569 Land	u0->(48,6,8) a#2027 Beach	u0->(49,6,9) a#571 Land			
571	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		49	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(49,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(49,6,10) a#1198 LandHill2	u0->(48,6,9) a#570 Land	u0->(49,6,8) a#2028 Beach	u0->(50,6,9) a#572 Land			
572	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		50	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(50,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(50,6,10) a#1207 LandHill2	u0->(49,6,9) a#571 Land	u0->(50,6,8) a#2029 Beach	u0->(51,6,9) a#573 Land			
573	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		51	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(51,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(51,6,10) a#1210 LandHill2	u0->(50,6,9) a#572 Land	u0->(51,6,8) a#2030 Beach	u0->(52,6,9) a#574 Land			
574	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		52	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(52,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(52,6,10) a#1213 LandHill2	u0->(51,6,9) a#573 Land	u0->(52,6,8) a#2031 Beach	u0->(53,6,9) a#575 Land			
575	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		53	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(53,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(53,6,10) a#1216 LandHill2	u0->(52,6,9) a#574 Land	u0->(53,6,8) a#2032 Beach	u0->(54,6,9) a#576 Land			
576	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		54	6	9	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(54,6,9)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(54,6,10) a#577 Land	u0->(53,6,9) a#575 Land	u0->(54,6,8) a#2033 Beach	u0->(55,6,9) a#2018 Beach			
577	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		54	6	10	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(54,6,10)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(54,6,11) a#578 Land	u0->(53,6,10) a#1216 LandHill2	u0->(54,6,9) a#576 Land	u0->(55,6,10) a#2019 Beach			
578	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		54	6	11	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(54,6,11)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(54,6,12) a#579 Land	u0->(53,6,11) a#1217 LandHill2	u0->(54,6,10) a#577 Land	u0->(55,6,11) a#2020 Beach			
579	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		54	6	12	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(54,6,12)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(54,6,13) a#580 Land	u0->(53,6,12) a#1218 LandHill2	u0->(54,6,11) a#578 Land	u0->(55,6,12) a#582 Land			
580	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		54	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(54,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(54,6,14) a#581 Land	u0->(53,6,13) a#1219 LandHill2	u0->(54,6,12) a#579 Land	u0->(55,6,13) a#583 Land			
581	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		54	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(54,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(54,6,15) a#1273 LandHill2	u0->(53,6,14) a#1267 LandHill2	u0->(54,6,13) a#580 Land	u0->(55,6,14) a#584 Land			
582	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		55	6	12	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(55,6,12)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(55,6,13) a#583 Land	u0->(54,6,12) a#579 Land	u0->(55,6,11) a#2020 Beach	u0->(56,6,12) a#2014 Beach			
583	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		55	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(55,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(55,6,14) a#584 Land	u0->(54,6,13) a#580 Land	u0->(55,6,12) a#582 Land	u0->(56,6,13) a#585 Land			
584	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		55	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(55,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(55,6,15) a#1997 LandHill2	u0->(54,6,14) a#581 Land	u0->(55,6,13) a#583 Land	u0->(56,6,14) a#586 Land			
585	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		56	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(56,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(56,6,14) a#586 Land	u0->(55,6,13) a#583 Land	u0->(56,6,12) a#2014 Beach	u0->(57,6,13) a#587 Land			
586	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		56	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(56,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(56,6,15) a#2002 Land	u0->(55,6,14) a#584 Land	u0->(56,6,13) a#585 Land	u0->(57,6,14) a#588 Land			
587	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		57	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(57,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(57,6,14) a#588 Land	u0->(56,6,13) a#585 Land	u0->(57,6,12) a#2015 Beach	u0->(58,6,13) a#590 Land			
588	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		57	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(57,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(57,6,15) a#589 Land	u0->(56,6,14) a#586 Land	u0->(57,6,13) a#587 Land	u0->(58,6,14) a#591 Land			
589	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		57	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(57,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(57,6,16) a#2008 Beach	u0->(56,6,15) a#2002 Land	u0->(57,6,14) a#588 Land	u0->(58,6,15) a#592 Land			
590	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		58	6	13	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(58,6,13)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(58,6,14) a#591 Land	u0->(57,6,13) a#587 Land	u0->(58,6,12) a#2016 Beach	u0->(59,6,13) a#2010 Beach			
591	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		58	6	14	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(58,6,14)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(58,6,15) a#592 Land	u0->(57,6,14) a#588 Land	u0->(58,6,13) a#590 Land	u0->(59,6,14) a#2011 Beach			
592	grid	Land	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFlat\Land.EDFlat.Gbx		58	6	15	0	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(58,6,15)	BlueBay\Media\Prefab\Zone\Land\Base.Prefab.Gbx	u0->(58,6,16) a#2009 Beach	u0->(57,6,15) a#589 Land	u0->(58,6,14) a#591 Land	u0->(59,6,15) a#2012 Beach			
593	grid	LandHill	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoFrontier\LandHill.EDFrontier.Gbx		44	6	16	2	00001005	1	5	0	ground/base	Variant Ground	5	14	0	0		u0@(44,6,16);u1@(44,7,16)	BlueBay\Media\Prefab\Zone\LandHillLow\DeadendA.Prefab.Gbx	u1->(44,7,17) a#1163 LandHill	u0->(43,6,16) a#669 LandHill ; u1->(43,7,16) a#669 LandHill	u0->(44,6,15) a#566 Land	u0->(45,6,16) a#1226 Land0_Land1_Land2 ; u1->(45,7,16) a#1226 Land0_Land1_Land2			
594	grid	RoadTechCurve4	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoClassic\Stadium\RoadTechCurve4.EDClassic.Gbx	Stadium\GameCtnBlockInfo\GameCtnBlockInfoClassic\RoadTechCurve4.EDClassic.Gbx	46	6	27	1	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(49,6,27);u1@(49,6,28);u2@(49,6,29);u3@(48,6,29);u4@(48,6,30);u5@(47,6,30);u6@(46,6,30);u7@(47,6,29);u8@(48,6,28);u9@(48,6,27);u10@(46,6,29)	Stadium\Media\Prefab\RoadTech\Curve4_Air.Prefab.Gbx	u0->(49,6,28) a#420 Land game-placed b#2127 TechnicsScreenCurve3InFCB [DIFFERS] ; u1->(49,6,29) a#421 Land ; u2->(49,6,30) a#422 Land ; u3->(48,6,30) a#411 Land ; u4->(48,6,31) a#412 Land ; u5->(47,6,31) a#401 Land ; u6->(46,6,31) a#390 Land+a#729 StructurePillar ; u7->(47,6,30) a#400 Land ; u8->(48,6,29) a#410 Land ; u9->(48,6,28) a#409 Land ; u10->(46,6,30) a#389 Land	u0->(48,6,27) a#408 Land ; u1->(48,6,28) a#409 Land ; u2->(48,6,29) a#410 Land ; u3->(47,6,29) a#399 Land ; u4->(47,6,30) a#400 Land ; u5->(46,6,30) a#389 Land ; u6->(45,6,30) a#373 Land+a#595 RoadTechStraight clips RoadTechFC CONNECTED(a#595 RoadTechStraight)=>Stadium\Media\Prefab\RoadTech\FC_Ground.Prefab.Gbx ; u7->(46,6,29) a#388 Land ; u8->(47,6,28) a#622 Beach ; u9->(47,6,27) a#621 Beach ; u10->(45,6,29) a#634 Beach	u0->(49,6,26) a#418 Land+a#671 RoadTechSpecialTurbo clips RoadTechFC CONNECTED(a#671 RoadTechSpecialTurbo)=>Stadium\Media\Prefab\RoadTech\FC_Ground.Prefab.Gbx ; u1->(49,6,27) a#419 Land ; u2->(49,6,28) a#420 Land game-placed b#2127 TechnicsScreenCurve3InFCB [DIFFERS] ; u3->(48,6,28) a#409 Land ; u4->(48,6,29) a#410 Land ; u5->(47,6,29) a#399 Land ; u6->(46,6,29) a#388 Land ; u7->(47,6,28) a#622 Beach ; u8->(48,6,27) a#408 Land ; u9->(48,6,26) a#407 Land ; u10->(46,6,28) a#620 Beach	u0->(50,6,27) a#430 Land+a#720 StructurePillar ; u1->(50,6,28) a#431 Land ; u2->(50,6,29) a#2384 Beach ; u3->(49,6,29) a#421 Land ; u4->(49,6,30) a#422 Land ; u5->(48,6,30) a#411 Land ; u6->(47,6,30) a#400 Land ; u7->(48,6,29) a#410 Land ; u8->(49,6,28) a#420 Land game-placed b#2127 TechnicsScreenCurve3InFCB [DIFFERS] ; u9->(49,6,27) a#419 Land ; u10->(47,6,29) a#399 Land	u0->(49,7,27) FREE game-placed b#2126 TechnicsScreenFCRight [DIFFERS] ; u1->(49,7,28) a#690 TechnicsScreen4x1Curve3In ; u2->(49,7,29) a#690 TechnicsScreen4x1Curve3In ; u4->(48,7,30) a#690 TechnicsScreen4x1Curve3In ; u5->(47,7,30) a#690 TechnicsScreen4x1Curve3In ; u6->(46,7,30) FREE game-placed b#2008 TechnicsScreenFCLeft [DIFFERS]	u0->(49,5,27) FREE clips TrackToDecoCurve4FCBGround DRAW=>Stadium\Media\Prefab\TrackToDeco\Curve4.Prefab.Gbx game-placed b#2150 TrackToDecoCurve4FCBGround [agrees]	
595	grid	RoadTechStraight	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoClassic\Stadium\RoadTechStraight.EDClassic.Gbx	Stadium\GameCtnBlockInfo\GameCtnBlockInfoClassic\RoadTechStraight.EDClassic.Gbx	45	6	30	3	00001000	1	0	0	ground/base	Variant Ground	0	1	0	0		u0@(45,6,30)	Stadium\Media\Prefab\RoadTech\Straight_Air.Prefab.Gbx	u0->(45,6,31) a#374 Land	u0->(44,6,30) a#356 Land+a#682 RoadTechSlopeBase2x1 clips RoadTechFC CONNECTED(a#682 RoadTechSlopeBase2x1)=>Stadium\Media\Prefab\RoadTech\FC_Ground.Prefab.Gbx	u0->(45,6,29) a#634 Beach	u0->(46,6,30) a#389 Land+a#594 RoadTechCurve4 clips RoadTechFC CONNECTED(a#594 RoadTechCurve4)=>Stadium\Media\Prefab\RoadTech\FC_Ground.Prefab.Gbx		u0->(45,5,30) FREE clips TrackToDecoStraightFCBGround DRAW=>Stadium\Media\Prefab\TrackToDeco\Straight.Prefab.Gbx game-placed b#1996 TrackToDecoStraightFCBGround [agrees]	
596	grid	RoadTechStraight	BlueBay\GameCtnBlockInfo\GameCtnBlockInfoClassic\Stadium\RoadTechStraight.EDClassic.Gbx	Stadium\GameCtnBlockInfo\GameCtnBlockInfoClassic\RoadTechStraight.EDClassic.Gbx	41	7	30	3	00000000	0	0	0	air/base	Variant Air	0	1	0	0		u0@(41,7,30)	Stadium\Media\Prefab\RoadTech\Straight_Air.Prefab.Gbx		u0->(40,7,30) FREE clips RoadTechFC DRAW=>Stadium\Media\Prefab\RoadTech\FC_Air.Prefab.Gbx game-placed b#2141 RoadTechFC [agrees]		u0->(42,7,30) a#685 RoadTechBranchCross clips RoadTechFC CONNECTED(a#685 RoadTechBranchCross)=>Stadium\Media\Prefab\RoadTech\FC_Air.Prefab.Gbx		u0->(41,6,30) a#311 Land+a#597 StructurePillar clips TrackWallStraightFCB DRAW=>Stadium\Media\Prefab\TrackWall\Straight_FCB.Prefab.Gbx , StructurePillarToFlatACB CONNECTED(a#597 StructurePillar)=>Stadium\Media\Prefab\Structure\PillarToFlat_ACB.Prefab.Gbx game-placed b#2142 TrackWallStraightFCB [agrees]	
